"job_id","job_title","salary_year_avg","company_name","skills"
310660,"Principal Data Analyst, AV Performance Analysis","189000.0","Motional","jira"
310660,"Principal Data Analyst, AV Performance Analysis","189000.0","Motional","confluence"
1749593,"Principal Data Analyst","186000.0","SmartAsset","sql"
1749593,"Principal Data Analyst","186000.0","SmartAsset","python"
1749593,"Principal Data Analyst","186000.0","SmartAsset","go"
1749593,"Principal Data Analyst","186000.0","SmartAsset","snowflake"
1749593,"Principal Data Analyst","186000.0","SmartAsset","pandas"
1749593,"Principal Data Analyst","186000.0","SmartAsset","numpy"
1749593,"Principal Data Analyst","186000.0","SmartAsset","excel"
1749593,"Principal Data Analyst","186000.0","SmartAsset","tableau"
1749593,"Principal Data Analyst","186000.0","SmartAsset","gitlab"
387860,"ERM Data Analyst","184000.0","Get It Recruit - Information Technology","sql"
387860,"ERM Data Analyst","184000.0","Get It Recruit - Information Technology","python"
387860,"ERM Data Analyst","184000.0","Get It Recruit - Information Technology","r"
1352513,"REMOTE Director of Data Analytics","170000.0","A-Line Staffing Solutions","sql"
1352513,"REMOTE Director of Data Analytics","170000.0","A-Line Staffing Solutions","python"
1352513,"REMOTE Director of Data Analytics","170000.0","A-Line Staffing Solutions","azure"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0","Kelly Science, Engineering, Technology & Telecom","sql"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0","Kelly Science, Engineering, Technology & Telecom","python"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0","Kelly Science, Engineering, Technology & Telecom","azure"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0","Kelly Science, Engineering, Technology & Telecom","databricks"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0","Kelly Science, Engineering, Technology & Telecom","power bi"
1781684,"DTCC Data Analyst","170000.0","Robert Half","java"
1781684,"DTCC Data Analyst","170000.0","Robert Half","go"
1781684,"DTCC Data Analyst","170000.0","Robert Half","excel"
1525451,"Manager, Data Analyst","167000.0","Uber","sql"
1525451,"Manager, Data Analyst","167000.0","Uber","python"
1525451,"Manager, Data Analyst","167000.0","Uber","r"
1525451,"Manager, Data Analyst","167000.0","Uber","swift"
1525451,"Manager, Data Analyst","167000.0","Uber","excel"
1525451,"Manager, Data Analyst","167000.0","Uber","tableau"
1525451,"Manager, Data Analyst","167000.0","Uber","looker"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","sql"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","python"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","r"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","sas"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","matlab"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","pandas"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","tableau"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","looker"
712473,"Data Analyst","165000.0","Get It Recruit - Information Technology","sas"
1246069,"Data Analyst","165000.0","Plexus Resource Solutions","python"
1246069,"Data Analyst","165000.0","Plexus Resource Solutions","mysql"
1246069,"Data Analyst","165000.0","Plexus Resource Solutions","aws"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","163500.0","CEDARS-SINAI","sas"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","163500.0","CEDARS-SINAI","go"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","163500.0","CEDARS-SINAI","crystal"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","163500.0","CEDARS-SINAI","tableau"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","163500.0","CEDARS-SINAI","sas"
918213,"Senior - Data Analyst","160515.0","DIRECTV","sql"
918213,"Senior - Data Analyst","160515.0","DIRECTV","python"
918213,"Senior - Data Analyst","160515.0","DIRECTV","scala"
918213,"Senior - Data Analyst","160515.0","DIRECTV","r"
918213,"Senior - Data Analyst","160515.0","DIRECTV","mysql"
918213,"Senior - Data Analyst","160515.0","DIRECTV","postgresql"
918213,"Senior - Data Analyst","160515.0","DIRECTV","couchbase"
918213,"Senior - Data Analyst","160515.0","DIRECTV","azure"
918213,"Senior - Data Analyst","160515.0","DIRECTV","databricks"
918213,"Senior - Data Analyst","160515.0","DIRECTV","aws"
918213,"Senior - Data Analyst","160515.0","DIRECTV","redshift"
918213,"Senior - Data Analyst","160515.0","DIRECTV","oracle"
918213,"Senior - Data Analyst","160515.0","DIRECTV","snowflake"
918213,"Senior - Data Analyst","160515.0","DIRECTV","watson"
918213,"Senior - Data Analyst","160515.0","DIRECTV","pyspark"
918213,"Senior - Data Analyst","160515.0","DIRECTV","airflow"
918213,"Senior - Data Analyst","160515.0","DIRECTV","linux"
918213,"Senior - Data Analyst","160515.0","DIRECTV","tableau"
918213,"Senior - Data Analyst","160515.0","DIRECTV","ssis"
918213,"Senior - Data Analyst","160515.0","DIRECTV","cognos"
918213,"Senior - Data Analyst","160515.0","DIRECTV","visio"
